Iteration,Exploitability
1, 2.5919768429217394
523636.3636363633, 2.1650466094895107
1061818.1818181816, 1.5805326298539708
1861818.1818181816, 1.10916826068507
2603636.3636363633, 0.8005650216287034
3418181.8181818174, 0.6537302078245837
4087272.7272727257, 0.5249673873350728
4974545.454545453, 0.4262600302173358
