Iteration,Milliblinds
1.0174984607771729,1901.8497393329155
1.9461827294079332,1804.234180831998
3.8739774551500568,1183.658836460852
6.826733409489556,680.6940353624336
16.639260167173752,401.9009133269014
30.522085668445182,182.33480008684438
62.00558169138999,126.09169965852747
92.9017335379441,68.7905218605731
200.47838452051536,37.52932120564012
508.76084694735806,19.94211273527094
972.5721070605936,13.790756829604803
2057.615234209613,9.791442591251691
4444.581983222913,9.288880734072617
9408.383315130155,9.047357242349312
15301.7929505605,8.58298678662708
25397.59538074285,8.359817494495122
50588.06724154621,7.930736144473686
98750.89601830688,7.930736144473686
