Iteration,Milliblinds
10, 705.4802310718638
29.903922282111882, 400.58400354478005
63.23694397274954, 223.95891259696708
119.58312623948666, 172.06408751614546
151.22084151045843, 150.81730585740246
319.78226106577347, 132.19411484660287
578.2770040202707, 119.5201356678036
1057.4792264157297, 108.06126162746682
1691.0456819800145, 97.70099572992257
2312.4783204280225, 90.41259953704737
3344.042933786598, 84.97534359086447
4945.0963442478715, 81.11308307896873
